,(PDH-CSV 4.0) (,\\YUUSUKE-VAIO\Memory\Available Bytes,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Connection Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Database Cache Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Free Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Granted Workspace Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Lock Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Optimizer Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Reserved Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\SQL Cache Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Stolen Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Log Pool Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Memory Manager\Total Server Memory (KB),\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Buffer cache hit ratio,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Buffer Manager\Page life expectancy,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Hit Ratio,\\YUUSUKE-VAIO\MSSQL$INS_NISHI2016:Plan Cache(_Total)\Cache Pages
344,07/22/2016 22:05:50,4281302162,1120,69560,85141.84127,0,768,1008,0,1608,233086.8571,1400,292015.4286,100,10097.85714,45.94569325,1921.714286
345,07/22/2016 22:05:05,4289442231,1120,69560,85341.46032,0,768,1008,0,,233195.4286,1400,291967.1429,100,10112.78571,45.91543352,1926.785714
346,07/22/2016 22:05:20,4297582299,1120,69560,85541.07937,0,768,1008,0,1608,233304,1400,291918.8571,100,10127.71429,45.88517379,1931.857143
347,07/22/2016 22:06:35,4305722368,1120,69560,85740.69841,0,768,1008,0,1608,233412.5714,1400,291870.5714,100,10142.64286,45.85491406,1936.928571
348,07/22/2016 22:06:50,4313862437,1120,69560,85940.31746,0,768,1008,0,1608,233521.1429,1400,291822.2857,100,10157.57143,45.82465433,1942
349,07/22/2016 22:06:05,4322002505,1120,69560,86139.93651,0,768,1008,0,1608,233629.7143,1400,291774,100,10172.5,45.7943946,1947.071429
350,07/22/2016 22:06:20,4330142574,1120,69560,86339.55556,0,768,1008,0,1608,233738.2857,1400,291725.7143,100,10187.42857,45.76413487,1952.142857
351,07/22/2016 22:07:35,4338282642,1120,69560,86539.1746,0,768,1008,0,1608,233846.8571,1400,291677.4286,100,10202.35714,45.73387514,1957.214286
352,07/22/2016 22:07:50,4346422711,1120,69560,86738.79365,0,768,1008,0,,233955.4286,1400,291629.1429,100,10217.28571,45.70361541,1962.285714
353,07/22/2016 22:07:05,4354562779,1120,69560,86938.4127,0,768,1008,0,1608,234064,1400,291580.8571,100,10232.21429,45.67335568,1967.357143
354,07/22/2016 22:07:20,4362702848,1120,69560,87138.03175,0,768,1008,0,1608,234172.5714,1400,291532.5714,100,10247.14286,45.64309596,1972.428571
355,07/22/2016 22:08:50,4370842917,1120,69560,87337.65079,0,768,1008,0,1608,234281.1429,1400,291484.2857,100,10262.07143,45.61283623,1977.5
356,07/22/2016 22:08:05,4378982985,1120,69560,87537.26984,0,768,1008,0,1608,234389.7143,1400,291436,100,10277,45.5825765,1982.571429
357,07/22/2016 22:08:20,4387123054,1120,69560,87736.88889,0,768,1008,0,1608,234498.2857,1400,291387.7143,100,10291.92857,45.55231677,1987.642857
358,07/22/2016 22:08:35,4395263122,1120,69560,87936.50794,0,768,1008,0,1608,234606.8571,1400,291339.4286,100,10306.85714,45.52205704,1992.714286
359,07/22/2016 22:09:50,4403403191,1120,69560,88136.12698,0,768,1008,0,,234715.4286,1400,291291.1429,100,10321.78571,45.49179731,1997.785714
360,07/22/2016 22:09:05,4411543259,1120,69560,88335.74603,0,768,1008,0,1608,234824,1400,291242.8571,100,10336.71429,45.46153758,2002.857143
361,07/22/2016 22:09:20,4419683328,1120,69560,88535.36508,0,768,1008,0,1608,234932.5714,1400,291194.5714,100,10351.64286,45.43127785,2007.928571
362,07/22/2016 22:09:35,4427823397,1120,69560,88734.98413,0,768,1008,0,1608,235041.1429,1400,291146.2857,100,10366.57143,45.40101812,2013
363,07/22/2016 22:10:50,4435963465,1120,69560,88934.60317,0,768,1008,0,1608,235149.7143,1400,291098,100,10381.5,45.37075839,2018.071429
364,07/22/2016 22:10:05,4444103534,1120,69560,89134.22222,0,768,1008,0,1608,235258.2857,1400,291049.7143,100,10396.42857,45.34049866,2023.142857
365,07/22/2016 22:10:20,4452243602,1120,69560,89333.84127,0,768,1008,0,1608,235366.8571,1400,291001.4286,100,10411.35714,45.31023893,2028.214286
366,07/22/2016 22:10:35,4460383671,1120,69560,89533.46032,0,768,1008,0,,235475.4286,1400,290953.1429,100,10426.28571,45.2799792,2033.285714
367,07/22/2016 22:11:50,4468523739,1120,69560,89733.07937,0,768,1008,0,1608,235584,1400,290904.8571,100,10441.21429,45.24971947,2038.357143
368,07/22/2016 22:11:05,4476663808,1120,69560,89932.69841,0,768,1008,0,1608,235692.5714,1400,290856.5714,100,10456.14286,45.21945974,2043.428571
369,07/22/2016 22:11:20,4484803877,1120,69560,90132.31746,0,768,1008,0,1608,235801.1429,1400,290808.2857,100,10471.07143,45.18920001,2048.5
370,07/22/2016 22:11:35,4492943945,1120,69560,90331.93651,0,768,1008,0,1608,235909.7143,1400,290760,100,10486,45.15894028,2053.571429
371,07/22/2016 22:12:50,4501084014,1120,69560,90531.55556,0,768,1008,0,1608,236018.2857,1400,290711.7143,100,10500.92857,45.12868055,2058.642857
372,07/22/2016 22:12:05,4509224082,1120,69560,90731.1746,0,768,1008,0,1608,236126.8571,1400,290663.4286,100,10515.85714,45.09842082,2063.714286
373,07/22/2016 22:12:20,4517364151,1120,69560,90930.79365,0,768,1008,0,,236235.4286,1400,290615.1429,100,10530.78571,45.06816109,2068.785714
374,07/22/2016 22:12:35,4525504219,1120,69560,91130.4127,0,768,1008,0,1608,236344,1400,290566.8571,100,10545.71429,45.03790137,2073.857143
375,07/22/2016 22:13:50,4533644288,1120,69560,91330.03175,0,768,1008,0,1608,236452.5714,1400,290518.5714,100,10560.64286,45.00764164,2078.928571
376,07/22/2016 22:13:05,4541784357,1120,69560,91529.65079,0,768,1008,0,1608,236561.1429,1400,290470.2857,100,10575.57143,44.97738191,2084
377,07/22/2016 22:13:20,4549924425,1120,69560,91729.26984,0,768,1008,0,1608,236669.7143,1400,290422,100,10590.5,44.94712218,2089.071429
378,07/22/2016 22:13:50,4558064494,1120,69560,91928.88889,0,768,1008,0,1608,236778.2857,1400,290373.7143,100,10605.42857,44.91686245,2094.142857
379,07/22/2016 22:14:05,4566204562,1120,69560,92128.50794,0,768,1008,0,1608,236886.8571,1400,290325.4286,100,10620.35714,44.88660272,2099.214286
380,07/22/2016 22:14:20,4574344631,1120,69560,92328.12698,0,768,1008,0,,236995.4286,1400,290277.1429,100,10635.28571,44.85634299,2104.285714
381,07/22/2016 22:14:35,4582484699,1120,69560,92527.74603,0,768,1008,0,1608,237104,1400,290228.8571,100,10650.21429,44.82608326,2109.357143
382,07/22/2016 22:14:50,4590624768,1120,69560,92727.36508,0,768,1008,0,1608,237212.5714,1400,290180.5714,100,10665.14286,44.79582353,2114.428571
383,07/22/2016 22:15:05,4598764837,1120,69560,92926.98413,0,768,1008,0,1608,237321.1429,1400,290132.2857,100,10680.07143,44.7655638,2119.5
384,07/22/2016 22:15:20,4606904905,1120,69560,93126.60317,0,768,1008,0,1608,237429.7143,1400,290084,100,10695,44.73530407,2124.571429
385,07/22/2016 22:15:35,4615044974,1120,69560,93326.22222,0,768,1008,0,1608,237538.2857,1400,290035.7143,100,10709.92857,44.70504434,2129.642857
386,07/22/2016 22:15:50,4623185042,1120,69560,93525.84127,0,768,1008,0,1608,237646.8571,1400,289987.4286,100,10724.85714,44.67478461,2134.714286
387,07/22/2016 22:16:05,4631325111,1120,69560,93725.46032,0,768,1008,0,,237755.4286,1400,289939.1429,100,10739.78571,44.64452488,2139.785714
388,07/22/2016 22:16:20,4639465179,1120,69560,93925.07937,0,768,1008,0,1608,237864,1400,289890.8571,100,10754.71429,44.61426515,2144.857143
389,07/22/2016 22:16:35,4647605248,1120,69560,94124.69841,0,768,1008,0,1608,237972.5714,1400,289842.5714,100,10769.64286,44.58400542,2149.928571
390,07/22/2016 22:16:50,4655745317,1120,69560,94324.31746,0,768,1008,0,1608,238081.1429,1400,289794.2857,100,10784.57143,44.55374569,2155
391,07/22/2016 22:17:05,4663885385,1120,69560,94523.93651,0,768,1008,0,1608,238189.7143,1400,289746,100,10799.5,44.52348596,2160.071429
392,07/22/2016 22:17:20,4672025454,1120,69560,94723.55556,0,768,1008,0,1608,238298.2857,1400,289697.7143,100,10814.42857,44.49322623,2165.142857
393,07/22/2016 22:17:35,4680165522,1120,69560,94923.1746,0,768,1008,0,1608,238406.8571,1400,289649.4286,100,10829.35714,44.46296651,2170.214286
394,07/22/2016 22:17:50,4688305591,1120,69560,95122.79365,0,768,1008,0,,238515.4286,1400,289601.1429,100,10844.28571,44.43270678,2175.285714
395,07/22/2016 22:18:05,4696445659,1120,69560,95322.4127,0,768,1008,0,1608,238624,1400,289552.8571,100,10859.21429,44.40244705,2180.357143
396,07/22/2016 22:18:20,4704585728,1120,69560,95522.03175,0,768,1008,0,1608,238732.5714,1400,289504.5714,100,10874.14286,44.37218732,2185.428571
397,07/22/2016 22:18:35,4712725797,1120,69560,95721.65079,0,768,1008,0,1608,238841.1429,1400,289456.2857,100,10889.07143,44.34192759,2190.5
398,07/22/2016 22:18:50,4720865865,1120,69560,95921.26984,0,768,1008,0,1608,238949.7143,1400,289408,100,10904,44.31166786,2195.571429
399,07/22/2016 22:19:05,4729005934,1120,69560,96120.88889,0,768,1008,0,1608,239058.2857,1400,289359.7143,100,10918.92857,44.28140813,2200.642857
400,07/22/2016 22:19:20,4737146002,1120,69560,96320.50794,0,768,1008,0,1608,239166.8571,1400,289311.4286,100,10933.85714,44.2511484,2205.714286
401,07/22/2016 22:19:50,4745286071,1120,69560,96520.12698,0,768,1008,0,,239275.4286,1400,289263.1429,100,10948.78571,44.22088867,2210.785714
402,07/22/2016 22:19:05,4753426139,1120,69560,96719.74603,0,768,1008,0,1608,239384,1400,289214.8571,100,10963.71429,44.19062894,2215.857143
403,07/22/2016 22:20:20,4761566208,1120,69560,96919.36508,0,768,1008,0,1608,239492.5714,1400,289166.5714,100,10978.64286,44.16036921,2220.928571
404,07/22/2016 22:20:35,4769706277,1120,69560,97118.98413,0,768,1008,0,1608,239601.1429,1400,289118.2857,100,10993.57143,44.13010948,2226
405,07/22/2016 22:20:50,4777846345,1120,69560,97318.60317,0,768,1008,0,1608,239709.7143,1400,289070,100,11008.5,44.09984975,2231.071429
406,07/22/2016 22:20:05,4785986414,1120,69560,97518.22222,0,768,1008,0,1608,239818.2857,1400,289021.7143,100,11023.42857,44.06959002,2236.142857
407,07/22/2016 22:21:20,4794126482,1120,69560,97717.84127,0,768,1008,0,1608,239926.8571,1400,288973.4286,100,11038.35714,44.03933029,2241.214286
408,07/22/2016 22:21:35,4802266551,1120,69560,97917.46032,0,768,1008,0,,240035.4286,1400,288925.1429,100,11053.28571,44.00907056,2246.285714
409,07/22/2016 22:21:50,4810406619,1120,69560,98117.07937,0,768,1008,0,1608,240144,1400,288876.8571,100,11068.21429,43.97881083,2251.357143
410,07/22/2016 22:21:05,4818546688,1120,69560,98316.69841,0,768,1008,0,1608,240252.5714,1400,288828.5714,100,11083.14286,43.9485511,2256.428571
411,07/22/2016 22:22:20,4826686757,1120,69560,98516.31746,0,768,1008,0,1608,240361.1429,1400,288780.2857,100,11098.07143,43.91829137,2261.5
412,07/22/2016 22:22:35,4834826825,1120,69560,98715.93651,0,768,1008,0,1608,240469.7143,1400,288732,100,11113,43.88803165,2266.571429
413,07/22/2016 22:22:50,4842966894,1120,69560,98915.55556,0,768,1008,0,1608,240578.2857,1400,288683.7143,100,11127.92857,43.85777192,2271.642857
414,07/22/2016 22:22:05,4851106962,1120,69560,99115.1746,0,768,1008,0,1608,240686.8571,1400,288635.4286,100,11142.85714,43.82751219,2276.714286
415,07/22/2016 22:23:20,4859247031,1120,69560,99314.79365,0,768,1008,0,,240795.4286,1400,288587.1429,100,11157.78571,43.79725246,2281.785714
416,07/22/2016 22:23:35,4867387099,1120,69560,99514.4127,0,768,1008,0,1608,240904,1400,288538.8571,100,11172.71429,43.76699273,2286.857143
417,07/22/2016 22:23:50,4875527168,1120,69560,99714.03175,0,768,1008,0,1608,241012.5714,1400,288490.5714,100,11187.64286,43.736733,2291.928571
418,07/22/2016 22:23:05,4883667237,1120,69560,99913.65079,0,768,1008,0,1608,241121.1429,1400,288442.2857,100,11202.57143,43.70647327,2297
419,07/22/2016 22:24:20,4891807305,1120,69560,100113.2698,0,768,1008,0,1608,241229.7143,1400,288394,100,11217.5,43.67621354,2302.071429
420,07/22/2016 22:24:35,4899947374,1120,69560,100312.8889,0,768,1008,0,1608,241338.2857,1400,288345.7143,100,11232.42857,43.64595381,2307.142857
421,07/22/2016 22:24:50,4908087442,1120,69560,100512.5079,0,768,1008,0,1608,241446.8571,1400,288297.4286,100,11247.35714,43.61569408,2312.214286
422,07/22/2016 22:24:05,4916227511,1120,69560,100712.127,0,768,1008,0,,241555.4286,1400,288249.1429,100,11262.28571,43.58543435,2317.285714
423,07/22/2016 22:25:20,4924367579,1120,69560,100911.746,0,768,1008,0,1608,241664,1400,288200.8571,100,11277.21429,43.55517462,2322.357143
424,07/22/2016 22:25:50,4932507648,1120,69560,101111.3651,0,768,1008,0,1608,241772.5714,1400,288152.5714,100,11292.14286,43.52491489,2327.428571
425,07/22/2016 22:25:05,4940647717,1120,69560,101310.9841,0,768,1008,0,1608,241881.1429,1400,288104.2857,100,11307.07143,43.49465516,2332.5
426,07/22/2016 22:25:20,4948787785,1120,69560,101510.6032,0,768,1008,0,1608,241989.7143,1400,288056,100,11322,43.46439543,2337.571429
427,07/22/2016 22:26:35,4956927854,1120,69560,101710.2222,0,768,1008,0,1608,242098.2857,1400,288007.7143,100,11336.92857,43.4341357,2342.642857
428,07/22/2016 22:26:50,4965067922,1120,69560,101909.8413,0,768,1008,0,1608,242206.8571,1400,287959.4286,100,11351.85714,43.40387597,2347.714286
429,07/22/2016 22:26:05,4973207991,1120,69560,102109.4603,0,768,1008,0,,242315.4286,1400,287911.1429,100,11366.78571,43.37361624,2352.785714
430,07/22/2016 22:26:20,4981348059,1120,69560,102309.0794,0,768,1008,0,1608,242424,1400,287862.8571,100,11381.71429,43.34335651,2357.857143
431,07/22/2016 22:27:35,4989488128,1120,69560,102508.6984,0,768,1008,0,1608,242532.5714,1400,287814.5714,100,11396.64286,43.31309678,2362.928571
432,07/22/2016 22:27:50,4997628197,1120,69560,102708.3175,0,768,1008,0,1608,242641.1429,1400,287766.2857,100,11411.57143,43.28283706,2368
433,07/22/2016 22:27:05,5005768265,1120,69560,102907.9365,0,768,1008,0,1608,242749.7143,1400,287718,100,11426.5,43.25257733,2373.071429
434,07/22/2016 22:27:20,5013908334,1120,69560,103107.5556,0,768,1008,0,1608,242858.2857,1400,287669.7143,100,11441.42857,43.2223176,2378.142857
435,07/22/2016 22:28:35,5022048402,1120,69560,103307.1746,0,768,1008,0,1608,242966.8571,1400,287621.4286,100,11456.35714,43.19205787,2383.214286
436,07/22/2016 22:28:50,5030188471,1120,69560,103506.7937,0,768,1008,0,,243075.4286,1400,287573.1429,100,11471.28571,43.16179814,2388.285714
437,07/22/2016 22:28:05,5038328539,1120,69560,103706.4127,0,768,1008,0,1608,243184,1400,287524.8571,100,11486.21429,43.13153841,2393.357143
438,07/22/2016 22:28:20,5046468608,1120,69560,103906.0317,0,768,1008,0,1608,243292.5714,1400,287476.5714,100,11501.14286,43.10127868,2398.428571
439,07/22/2016 22:29:35,5054608677,1120,69560,104105.6508,0,768,1008,0,1608,243401.1429,1400,287428.2857,100,11516.07143,43.07101895,2403.5
440,07/22/2016 22:29:50,5062748745,1120,69560,104305.2698,0,768,1008,0,1608,243509.7143,1400,287380,100,11531,43.04075922,2408.571429
441,07/22/2016 22:29:05,5070888814,1120,69560,104504.8889,0,768,1008,0,1608,243618.2857,1400,287331.7143,100,11545.92857,43.01049949,2413.642857
442,07/22/2016 22:29:20,5079028882,1120,69560,104704.5079,0,768,1008,0,1608,243726.8571,1400,287283.4286,100,11560.85714,42.98023976,2418.714286
443,07/22/2016 22:30:35,5087168951,1120,69560,104904.127,0,768,1008,0,,243835.4286,1400,287235.1429,100,11575.78571,42.94998003,2423.785714
444,07/22/2016 22:30:50,5095309019,1120,69560,105103.746,0,768,1008,0,1608,243944,1400,287186.8571,100,11590.71429,42.9197203,2428.857143
445,07/22/2016 22:30:05,5103449088,1120,69560,105303.3651,0,768,1008,0,1608,244052.5714,1400,287138.5714,100,11605.64286,42.88946057,2433.928571
446,07/22/2016 22:30:20,5111589157,1120,69560,105502.9841,0,768,1008,0,1608,244161.1429,1400,287090.2857,100,11620.57143,42.85920084,2439
447,07/22/2016 22:31:50,5119729225,1120,69560,105702.6032,0,768,1008,0,1608,244269.7143,1400,287042,100,11635.5,42.82894111,2444.071429
448,07/22/2016 22:31:05,5127869294,1120,69560,105902.2222,0,768,1008,0,1608,244378.2857,1400,286993.7143,100,11650.42857,42.79868138,2449.142857
449,07/22/2016 22:31:20,5136009362,1120,69560,106101.8413,0,768,1008,0,1608,244486.8571,1400,286945.4286,100,11665.35714,42.76842165,2454.214286
450,07/22/2016 22:31:35,5144149431,1120,69560,106301.4603,0,768,1008,0,,244595.4286,1400,286897.1429,100,11680.28571,42.73816192,2459.285714
451,07/22/2016 22:32:50,5152289499,1120,69560,106501.0794,0,768,1008,0,1608,244704,1400,286848.8571,100,11695.21429,42.7079022,2464.357143
452,07/22/2016 22:32:05,5160429568,1120,69560,106700.6984,0,768,1008,0,1608,244812.5714,1400,286800.5714,100,11710.14286,42.67764247,2469.428571
453,07/22/2016 22:32:20,5168569637,1120,69560,106900.3175,0,768,1008,0,1608,244921.1429,1400,286752.2857,100,11725.07143,42.64738274,2474.5
454,07/22/2016 22:32:35,5176709705,1120,69560,107099.9365,0,768,1008,0,1608,245029.7143,1400,286704,100,11740,42.61712301,2479.571429
455,07/22/2016 22:33:50,5184849774,1120,69560,107299.5556,0,768,1008,0,1608,245138.2857,1400,286655.7143,100,11754.92857,42.58686328,2484.642857
456,07/22/2016 22:33:05,5192989842,1120,69560,107499.1746,0,768,1008,0,1608,245246.8571,1400,286607.4286,100,11769.85714,42.55660355,2489.714286
457,07/22/2016 22:33:20,5201129911,1120,69560,107698.7937,0,768,1008,0,,245355.4286,1400,286559.1429,100,11784.78571,42.52634382,2494.785714
458,07/22/2016 22:33:35,5209269979,1120,69560,107898.4127,0,768,1008,0,1608,245464,1400,286510.8571,100,11799.71429,42.49608409,2499.857143
459,07/22/2016 22:34:50,5217410048,1120,69560,108098.0317,0,768,1008,0,1608,245572.5714,1400,286462.5714,100,11814.64286,42.46582436,2504.928571
460,07/22/2016 22:34:05,5225550117,1120,69560,108297.6508,0,768,1008,0,1608,245681.1429,1400,286414.2857,100,11829.57143,42.43556463,2510
461,07/22/2016 22:34:20,5233690185,1120,69560,108497.2698,0,768,1008,0,1608,245789.7143,1400,286366,100,11844.5,42.4053049,2515.071429
462,07/22/2016 22:34:35,5241830254,1120,69560,108696.8889,0,768,1008,0,1608,245898.2857,1400,286317.7143,100,11859.42857,42.37504517,2520.142857
463,07/22/2016 22:35:50,5249970322,1120,69560,108896.5079,0,768,1008,0,1608,246006.8571,1400,286269.4286,100,11874.35714,42.34478544,2525.214286
464,07/22/2016 22:35:05,5258110391,1120,69560,109096.127,0,768,1008,0,,246115.4286,1400,286221.1429,100,11889.28571,42.31452571,2530.285714
465,07/22/2016 22:35:20,5266250459,1120,69560,109295.746,0,768,1008,0,1608,246224,1400,286172.8571,100,11904.21429,42.28426598,2535.357143
466,07/22/2016 22:35:35,5274390528,1120,69560,109495.3651,0,768,1008,0,1608,246332.5714,1400,286124.5714,100,11919.14286,42.25400625,2540.428571
467,07/22/2016 22:36:50,5282530597,1120,69560,109694.9841,0,768,1008,0,1608,246441.1429,1400,286076.2857,100,11934.07143,42.22374652,2545.5
468,07/22/2016 22:36:05,5290670665,1120,69560,109894.6032,0,768,1008,0,1608,246549.7143,1400,286028,100,11949,42.19348679,2550.571429
469,07/22/2016 22:36:20,5298810734,1120,69560,110094.2222,0,768,1008,0,1608,246658.2857,1400,285979.7143,100,11963.92857,42.16322706,2555.642857
470,07/22/2016 22:36:50,5306950802,1120,69560,110293.8413,0,768,1008,0,1608,246766.8571,1400,285931.4286,100,11978.85714,42.13296734,2560.714286
471,07/22/2016 22:37:05,5315090871,1120,69560,110493.4603,0,768,1008,0,,246875.4286,1400,285883.1429,100,11993.78571,42.10270761,2565.785714
472,07/22/2016 22:37:20,5323230939,1120,69560,110693.0794,0,768,1008,0,1608,246984,1400,285834.8571,100,12008.71429,42.07244788,2570.857143
473,07/22/2016 22:37:35,5331371008,1120,69560,110892.6984,0,768,1008,0,1608,247092.5714,1400,285786.5714,100,12023.64286,42.04218815,2575.928571
474,07/22/2016 22:37:50,5339511077,1120,69560,111092.3175,0,768,1008,0,1608,247201.1429,1400,285738.2857,100,12038.57143,42.01192842,2581
475,07/22/2016 22:38:05,5347651145,1120,69560,111291.9365,0,768,1008,0,1608,247309.7143,1400,285690,100,12053.5,41.98166869,2586.071429
476,07/22/2016 22:38:20,5355791214,1120,69560,111491.5556,0,768,1008,0,1608,247418.2857,1400,285641.7143,100,12068.42857,41.95140896,2591.142857
477,07/22/2016 22:38:35,5363931282,1120,69560,111691.1746,0,768,1008,0,1608,247526.8571,1400,285593.4286,100,12083.35714,41.92114923,2596.214286
478,07/22/2016 22:38:50,5372071351,1120,69560,111890.7937,0,768,1008,0,,247635.4286,1400,285545.1429,100,12098.28571,41.8908895,2601.285714
479,07/22/2016 22:39:05,5380211419,1120,69560,112090.4127,0,768,1008,0,1608,247744,1400,285496.8571,100,12113.21429,41.86062977,2606.357143
480,07/22/2016 22:39:20,5388351488,1120,69560,112290.0317,0,768,1008,0,1608,247852.5714,1400,285448.5714,100,12128.14286,41.83037004,2611.428571
481,07/22/2016 22:39:35,5396491557,1120,69560,112489.6508,0,768,1008,0,1608,247961.1429,1400,285400.2857,100,12143.07143,41.80011031,2616.5
482,07/22/2016 22:39:50,5404631625,1120,69560,112689.2698,0,768,1008,0,1608,248069.7143,1400,285352,100,12158,41.76985058,2621.571429
483,07/22/2016 22:40:05,5412771694,1120,69560,112888.8889,0,768,1008,0,1608,248178.2857,1400,285303.7143,100,12172.92857,41.73959085,2626.642857
484,07/22/2016 22:40:20,5420911762,1120,69560,113088.5079,0,768,1008,0,1608,248286.8571,1400,285255.4286,100,12187.85714,41.70933112,2631.714286
485,07/22/2016 22:40:35,5429051831,1120,69560,113288.127,0,768,1008,0,,248395.4286,1400,285207.1429,100,12202.78571,41.67907139,2636.785714
486,07/22/2016 22:40:50,5437191899,1120,69560,113487.746,0,768,1008,0,1608,248504,1400,285158.8571,100,12217.71429,41.64881166,2641.857143
487,07/22/2016 22:41:05,5445331968,1120,69560,113687.3651,0,768,1008,0,1608,248612.5714,1400,285110.5714,100,12232.64286,41.61855193,2646.928571
488,07/22/2016 22:41:20,5453472037,1120,69560,113886.9841,0,768,1008,0,1608,248721.1429,1400,285062.2857,100,12247.57143,41.5882922,2652
489,07/22/2016 22:41:35,5461612105,1120,69560,114086.6032,0,768,1008,0,1608,248829.7143,1400,285014,100,12262.5,41.55803247,2657.071429
490,07/22/2016 22:41:50,5469752174,1120,69560,114286.2222,0,768,1008,0,1608,248938.2857,1400,284965.7143,100,12277.42857,41.52777275,2662.142857
491,07/22/2016 22:42:05,5477892242,1120,69560,114485.8413,0,768,1008,0,1608,249046.8571,1400,284917.4286,100,12292.35714,41.49751302,2667.214286
492,07/22/2016 22:42:20,5486032311,1120,69560,114685.4603,0,768,1008,0,,249155.4286,1400,284869.1429,100,12307.28571,41.46725329,2672.285714
493,07/22/2016 22:42:50,5494172379,1120,69560,114885.0794,0,768,1008,0,1608,249264,1400,284820.8571,100,12322.21429,41.43699356,2677.357143
494,07/22/2016 22:42:05,5502312448,1120,69560,115084.6984,0,768,1008,0,1608,249372.5714,1400,284772.5714,100,12337.14286,41.40673383,2682.428571
495,07/22/2016 22:43:20,5510452517,1120,69560,115284.3175,0,768,1008,0,1608,249481.1429,1400,284724.2857,100,12352.07143,41.3764741,2687.5
496,07/22/2016 22:43:35,5518592585,1120,69560,115483.9365,0,768,1008,0,1608,249589.7143,1400,284676,100,12367,41.34621437,2692.571429
497,07/22/2016 22:43:50,5526732654,1120,69560,115683.5556,0,768,1008,0,1608,249698.2857,1400,284627.7143,100,12381.92857,41.31595464,2697.642857
498,07/22/2016 22:43:05,5534872722,1120,69560,115883.1746,0,768,1008,0,1608,249806.8571,1400,284579.4286,100,12396.85714,41.28569491,2702.714286
499,07/22/2016 22:44:20,5543012791,1120,69560,116082.7937,0,768,1008,0,,249915.4286,1400,284531.1429,100,12411.78571,41.25543518,2707.785714
500,07/22/2016 22:44:35,5551152859,1120,69560,116282.4127,0,768,1008,0,1608,250024,1400,284482.8571,100,12426.71429,41.22517545,2712.857143
501,07/22/2016 22:44:50,5559292928,1120,69560,116482.0317,0,768,1008,0,1608,250132.5714,1400,284434.5714,100,12441.64286,41.19491572,2717.928571
502,07/22/2016 22:44:05,5567432997,1120,69560,116681.6508,0,768,1008,0,1608,250241.1429,1400,284386.2857,100,12456.57143,41.16465599,2723
503,07/22/2016 22:45:20,5575573065,1120,69560,116881.2698,0,768,1008,0,1608,250349.7143,1400,284338,100,12471.5,41.13439626,2728.071429
504,07/22/2016 22:45:35,5583713134,1120,69560,117080.8889,0,768,1008,0,1608,250458.2857,1400,284289.7143,100,12486.42857,41.10413653,2733.142857
505,07/22/2016 22:45:50,5591853202,1120,69560,117280.5079,0,768,1008,0,1608,250566.8571,1400,284241.4286,100,12501.35714,41.0738768,2738.214286
506,07/22/2016 22:45:05,5599993271,1120,69560,117480.127,0,768,1008,0,,250675.4286,1400,284193.1429,100,12516.28571,41.04361707,2743.285714
507,07/22/2016 22:46:20,5608133339,1120,69560,117679.746,0,768,1008,0,1608,250784,1400,284144.8571,100,12531.21429,41.01335734,2748.357143
508,07/22/2016 22:46:35,5616273408,1120,69560,117879.3651,0,768,1008,0,1608,250892.5714,1400,284096.5714,100,12546.14286,40.98309761,2753.428571
509,07/22/2016 22:46:50,5624413477,1120,69560,118078.9841,0,768,1008,0,1608,251001.1429,1400,284048.2857,100,12561.07143,40.95283789,2758.5
510,07/22/2016 22:46:05,5632553545,1120,69560,118278.6032,0,768,1008,0,1608,251109.7143,1400,284000,100,12576,40.92257816,2763.571429
511,07/22/2016 22:47:20,5640693614,1120,69560,118478.2222,0,768,1008,0,1608,251218.2857,1400,283951.7143,100,12590.92857,40.89231843,2768.642857
512,07/22/2016 22:47:35,5648833682,1120,69560,118677.8413,0,768,1008,0,1608,251326.8571,1400,283903.4286,100,12605.85714,40.8620587,2773.714286
513,07/22/2016 22:47:50,5656973751,1120,69560,118877.4603,0,768,1008,0,,251435.4286,1400,283855.1429,100,12620.78571,40.83179897,2778.785714
514,07/22/2016 22:47:05,5665113819,1120,69560,119077.0794,0,768,1008,0,1608,251544,1400,283806.8571,100,12635.71429,40.80153924,2783.857143
